season,week,game_id,bet_type,bet_line,pick,price,edge_pts,p_raw,won,p_cal
2019,13,2019_13_WAS_CAR,spread,10.5,CAR,-110,1.1367276334785092,0.534839345502555,0,0.5668060752806513
2019,13,2019_13_WAS_CAR,spread,10.5,WAS,-110,-19.838225004973722,0.06350277704769214,1,0.5668060752806513
2019,13,2019_13_WAS_CAR,spread,-10.5,CAR,-110,-22.136727633478507,0.04430039247118872,1,0.5668060752806513
2019,13,2019_13_WAS_CAR,spread,-10.5,CAR,-110,-1.1617749950262795,0.4643950022355654,1,0.5668060752806513
2019,14,2019_14_BAL_BUF,spread,-6.5,BUF,-110,14.142932603963965,0.8616843217780895,0,0.6406249999999999
2019,14,2019_14_BAL_BUF,spread,-6.5,BUF,-110,1.1580211004504584,0.5354902563674692,0,0.5668060752806513
2019,14,2019_14_CIN_CLE,spread,6.5,CIN,-110,-11.842070720399281,0.18116651951854607,0,0.5668060752806513
2019,14,2019_14_CIN_CLE,spread,6.5,CLE,-110,1.1423256249902707,0.535010477209744,1,0.5668060752806513
2019,14,2019_14_KC_NE,spread,3.0,KC,-110,-4.8449662001059375,0.3546896987721127,1,0.5668060752806513
2019,14,2019_14_KC_NE,spread,3.0,NE,-110,1.1476928073049484,0.5351745469542541,0,0.5668060752806513
2019,14,2019_14_MIA_NYJ,spread,5.0,MIA,-110,-8.843089204987674,0.2481770041946585,1,0.5668060752806513
2019,14,2019_14_MIA_NYJ,spread,5.0,NYJ,-110,1.1448483624013743,0.5350875956764508,0,0.5668060752806513
2019,14,2019_14_SF_NO,spread,1.0,NO,-110,1.1492551469778602,0.5352223050946142,0,0.5668060752806513
2019,14,2019_14_SF_NO,spread,1.0,SF,-110,-0.8484616128129703,0.4739809957036206,1,0.5668060752806513
2019,14,2019_14_WAS_GB,spread,13.0,GB,-110,1.1344779062389705,0.5347705690791431,0,0.5668060752806513
2019,14,2019_14_WAS_GB,spread,13.0,WAS,-110,-24.834907648713607,0.02804231211542113,1,0.5668060752806513
2019,14,2019_14_BAL_BUF,spread,6.5,BUF,-110,-1.1429326039639651,0.4649709677115871,0,0.5668060752806513
2019,14,2019_14_BAL_BUF,spread,6.5,BAL,-110,11.841978899549542,0.8188316195831356,1,0.6406249999999999
2019,14,2019_14_BAL_BUF,spread,-6.5,BUF,-110,14.142932603963965,0.8616843217780895,0,0.6406249999999999
2019,14,2019_14_BAL_BUF,spread,-6.5,BUF,-110,1.1580211004504584,0.5354902563674692,0,0.5668060752806513
2019,14,2019_14_CIN_CLE,spread,-6.5,CLE,-110,-1.1579292796007188,0.46451255026210436,1,0.5668060752806513
2019,14,2019_14_CIN_CLE,spread,-6.5,CLE,-110,-14.14232562499027,0.13832598548691777,1,0.5668060752806513
2019,14,2019_14_DAL_CHI,spread,-3.0,CHI,-110,1.1536614271571521,0.5353569950578805,1,0.5668060752806513
